id,Is Action,Is Adventure,Is Animation,Is Comedy,Is Crime,Is Documentary,Is Drama,Is Family,Is Fantasy,Is Foreign,Is History,Is Horror,Is Music,Is Mystery,Is Romance,Is Science Fiction,Is TV Movie,Is Thriller,Is War,Is Western,adult,overview,release_date,release_month,release_quarter,release_year,runtime,tagline,title,Is Christmas Movie,keywords
562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",1988-07-15,7.0,3.0,1988.0,131.0,40 Stories. Twelve Terrorists. One Cop.,Die Hard,1,"helicopter,journalist,based on novel,terrorist,skyscraper,christmas party,s.w.a.t.,hostage,kidnapping,vault,fistfight,murder,heist,shootout,los angeles,one man army,explosion,violence,fbi agent,walkie talkie,christmas eve,elevator shaft,one night,action hero,"
