id,Is Action,Is Adventure,Is Animation,Is Christmas Movie,Is Comedy,Is Crime,Is Documentary,Is Drama,Is Family,Is Fantasy,Is Foreign,Is History,Is Horror,Is Music,Is Mystery,Is Romance,Is Science Fiction,Is TV Movie,Is Thriller,Is War,Is Western,Tag: aftercreditsstinger,Tag: alien,Tag: biography,Tag: blood,Tag: corruption,Tag: dark comedy,Tag: death,Tag: detective,Tag: dog,Tag: drug,Tag: dystopia,Tag: england,Tag: escape,Tag: family,Tag: father,Tag: film noir,Tag: friendship,Tag: gangster,Tag: gay,Tag: high school,Tag: independent film,Tag: investigation,Tag: kidnapping,Tag: love,Tag: marriage,Tag: martial arts,Tag: money,Tag: music,Tag: new york,Tag: nudity,Tag: paris,Tag: party,Tag: prison,Tag: remake,Tag: revenge,Tag: robbery,Tag: romance,Tag: secret,Tag: sequel,Tag: serial killer,Tag: small town,Tag: sport,Tag: spy,Tag: stand-up comedy,Tag: suicide,Tag: suspense,Tag: teacher,Tag: teenager,Tag: vampire,Tag: violence,Tag: wedding,Tag: world war ii,adult,imdb_id,popularity,release_date,release_month,release_quarter,release_year,runtime,title,vote_average,vote_count
19311,,,1.0,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0790799,3.350555,2008-09-04,9.0,3.0,2008.0,78.0,$9.99,6.0,28.0
95383,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2258233,0.891024,2013-01-11,1.0,1.0,2013.0,89.0,$ellebrity,5.5,9.0
252178,1.0,,,0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1,tt2614684,7.08055,2014-10-10,10.0,4.0,2014.0,99.0,'71,6.7,414.0
88950,1.0,,,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1,tt0074080,0.908897,1974-06-01,6.0,2.0,1974.0,88.0,'Gator Bait,6.5,2.0
26547,,,1.0,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0208654,1.353059,1974-12-08,12.0,4.0,1974.0,25.0,'Twas the Night Before Christmas,5.9,11.0
34760,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1,tt0090556,0.798428,1986-09-12,9.0,3.0,1986.0,96.0,"'night, Mother",5.8,6.0
19913,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1,tt1022603,16.376657,2009-07-17,7.0,3.0,2009.0,95.0,(500) Days of Summer,7.2,2993.0
30709,1.0,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0081964,1.417079,1981-10-16,10.0,4.0,1981.0,113.0,...All the Marbles,7.3,7.0
8420,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0049189,3.28239,1956-11-28,11.0,4.0,1956.0,95.0,...And God Created Woman,6.2,43.0
17443,,,,0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1,tt0078718,6.291512,1979-10-19,10.0,4.0,1979.0,119.0,...And Justice for All,7.1,118.0
85255,1.0,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0065360,0.829587,1970-01-09,1.0,1.0,1970.0,100.0,...tick... tick... tick...,6.2,7.0
217316,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2518788,7.732143,2013-09-30,9.0,3.0,2013.0,112.0,1,7.3,36.0
9051,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1,tt0078721,8.539083,1979-10-04,10.0,4.0,1979.0,122.0,10,5.4,69.0
2357,,,,0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0499603,3.898236,2006-09-11,9.0,3.0,2006.0,81.0,10 Items or Less,6.6,50.0
10884,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0819354,0.721105,2006-05-01,5.0,2.0,2006.0,85.0,10 Questions for the Dalai Lama,6.3,3.0
26234,,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1,tt0066730,2.99988,1971-02-10,2.0,1.0,1971.0,106.0,10 Rillington Place,6.9,45.0
4951,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0147800,12.069966,1999-03-30,3.0,1.0,1999.0,97.0,10 Things I Hate About You,7.3,1768.0
58547,,,,0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1715873,8.881954,2011-09-12,9.0,3.0,2011.0,100.0,10 Years,5.7,161.0
18587,,,,0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1,tt0085121,3.372304,1983-03-11,3.0,1.0,1983.0,101.0,10 to Midnight,6.1,37.0
253251,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt3114132,2.257993,2014-05-16,5.0,2.0,2014.0,99.0,"10,000 km",6.3,33.0
126757,,,,0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2290065,3.693288,2012-08-04,8.0,3.0,2012.0,91.0,100 Bloody Acres,6.2,43.0
14098,,,,0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0899128,5.325375,2008-07-22,7.0,3.0,2008.0,105.0,100 Feet,5.6,96.0
10035,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0214388,5.136537,2000-09-01,9.0,3.0,2000.0,94.0,100 Girls,5.6,119.0
37308,1.0,1.0,,0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0063970,1.739815,1969-03-26,3.0,1.0,1969.0,110.0,100 Rifles,5.5,24.0
239123,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1104678,0.041202,2007-11-01,11.0,4.0,2007.0,88.0,1000 Journals,8.0,1.0
11674,,,,0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0115433,11.470748,1996-11-17,11.0,4.0,1996.0,103.0,101 Dalmatians,5.6,722.0
13654,,,1.0,0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1,tt0324941,10.398905,2003-01-21,1.0,1.0,2003.0,70.0,101 Dalmatians II: Patch's London Adventure,5.7,231.0
49491,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0252802,0.084178,2000-06-07,6.0,2.0,2000.0,78.0,101 Rent Boys,7.0,2.0
10989,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0237993,6.565758,2000-05-31,5.0,2.0,2000.0,88.0,101 Reykjavik,6.7,34.0
36130,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1,tt1312203,1.302925,2008-01-01,1.0,1.0,2008.0,102.0,102 Minutes That Changed America,7.0,12.0
13197,1.0,,,0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0360323,3.034823,2006-02-19,2.0,1.0,2006.0,107.0,10th & Wolf,6.3,26.0
42268,1.0,,,0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0071080,0.154133,1974-09-26,9.0,3.0,1974.0,94.0,11 Harrowhouse,6.8,4.0
1926,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0328802,3.103918,2002-09-04,9.0,3.0,2002.0,135.0,11'09''01 - September 11,6.1,24.0
9282,,,,0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1,tt0331811,14.454722,2003-05-16,5.0,2.0,2003.0,86.0,11:14,6.8,211.0
12219,,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1,tt0118528,3.679263,1997-08-17,8.0,3.0,1997.0,117.0,12 Angry Men,7.5,59.0
363483,,,,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt5133810,1.002746,2015-11-26,11.0,4.0,2015.0,84.0,12 Gifts of Christmas,5.8,20.0
169853,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2420006,0.635492,2013-01-31,1.0,1.0,2013.0,76.0,12 O’Clock Boys,6.2,15.0
17134,1.0,1.0,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1160368,13.591485,2009-03-19,3.0,1.0,2009.0,108.0,12 Rounds,5.7,223.0
195269,1.0,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1,tt2317524,6.35611,2013-06-01,6.0,2.0,2013.0,95.0,12 Rounds 2: Reloaded,5.6,101.0
44115,,1.0,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1542344,11.176797,2010-11-05,11.0,4.0,2010.0,94.0,127 Hours,7.0,2668.0
17803,,,,0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0106188,8.811327,1993-07-05,7.0,3.0,1993.0,92.0,12:01,6.2,33.0
30647,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0098962,1.927712,1990-01-01,1.0,1.0,1990.0,25.0,12:01 PM,5.8,6.0
44982,,,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1,tt0798817,14.67986,2010-03-12,3.0,1.0,2010.0,97.0,13,5.9,247.0
13436,,,,0,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0883995,2.934419,2006-10-04,10.0,4.0,2006.0,114.0,13 Beloved,6.4,50.0
61221,,1.0,,0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1,tt0056796,0.539332,1963-09-11,9.0,3.0,1963.0,89.0,13 Frightened Girls,6.2,7.0
29756,,,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1,tt0053559,6.586372,1960-08-05,8.0,3.0,1960.0,85.0,13 Ghosts,5.6,31.0
10096,,,,0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1,tt0337563,12.632595,2004-04-13,4.0,2.0,2004.0,98.0,13 Going on 30,6.3,1260.0
43656,,,,0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0276744,2.407001,2002-08-30,8.0,3.0,2002.0,93.0,13 Moons,5.8,4.0
18200,,,,0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1,tt0038279,1.81212,1947-01-15,1.0,1.0,1947.0,95.0,13 Rue Madeleine,6.3,12.0
3021,,,,0,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1,tt0450385,9.196884,2007-07-12,7.0,3.0,2007.0,104.0,1408,6.5,1372.0
2749,1.0,,,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1,tt0179626,12.149946,2001-03-01,3.0,1.0,2001.0,120.0,15 Minutes,5.7,194.0
2207,1.0,1.0,,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0450232,11.887779,2006-03-01,3.0,1.0,2006.0,105.0,16 Blocks,6.2,675.0
40205,,,,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1,tt1646876,4.869925,2010-06-25,6.0,2.0,2010.0,90.0,16 Wishes,5.5,283.0
29656,,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0331338,1.129269,2003-08-14,8.0,3.0,2003.0,102.0,16 Years of Alcohol,6.8,8.0
16996,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0974661,11.362762,2009-03-11,3.0,1.0,2009.0,102.0,17 Again,6.1,1388.0
14902,,,,0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0068156,1.558517,1972-11-09,11.0,4.0,1972.0,142.0,1776,7.1,20.0
38965,,,,0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0094593,1.555163,1988-04-08,4.0,2.0,1988.0,93.0,18 Again!,5.7,27.0
332286,,,,0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt3781762,0.954477,2015-04-17,4.0,2.0,2015.0,82.0,1915,6.0,1.0
266814,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1454902,0.097805,2009-07-02,7.0,3.0,2009.0,69.0,1939: Hollywood's Greatest Year,8.0,1.0
11519,1.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,tt0078723,7.812379,1979-12-13,12.0,4.0,1979.0,113.0,1941,5.6,145.0
47817,,,,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0094594,2.238458,1988-08-18,8.0,3.0,1988.0,95.0,1969,5.5,21.0
261855,,,,0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt3478510,0.388844,2014-04-18,4.0,2.0,2014.0,80.0,1971,7.7,3.0
1984,,,,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0048918,6.113449,1956-03-06,3.0,1.0,1956.0,90.0,1984,7.0,23.0
28742,,,,0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0103595,1.682201,1992-01-01,1.0,1.0,1992.0,99.0,1991: The Year Punk Broke,7.0,11.0
84165,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1602472,4.68182,2012-03-28,3.0,1.0,2012.0,91.0,2 Days in New York,5.4,94.0
1845,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1,tt0841044,6.653254,2007-02-09,2.0,1.0,2007.0,96.0,2 Days in Paris,6.3,106.0
9401,,,,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1,tt0115438,4.989276,1996-09-11,9.0,3.0,1996.0,104.0,2 Days in the Valley,5.9,73.0
584,1.0,,,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0322259,2.32462,2003-06-05,6.0,2.0,2003.0,107.0,2 Fast 2 Furious,6.2,2087.0
136400,1.0,,,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1272878,13.336512,2013-08-02,8.0,3.0,2013.0,109.0,2 Guns,6.6,1611.0
15096,,,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0050084,8.875771,1957-02-08,2.0,1.0,1957.0,82.0,20 Million Miles to Earth,6.1,29.0
246400,,,,0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2920540,11.922021,2014-07-05,7.0,3.0,2014.0,97.0,"20,000 Days on Earth",7.0,73.0
173,,1.0,,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0046672,8.722406,1954-12-23,12.0,4.0,1954.0,127.0,"20,000 Leagues Under the Sea",6.9,160.0
15256,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0137338,3.227046,1999-02-26,2.0,1.0,1999.0,101.0,200 Cigarettes,6.1,44.0
27645,,,,0,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0066732,1.307196,1971-11-10,11.0,4.0,1971.0,98.0,200 Motels,5.5,5.0
4437,,,,0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0086837,7.482865,1984-12-06,12.0,4.0,1984.0,116.0,2010,6.6,290.0
35568,1.0,,,0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1282015,5.269893,2009-05-29,5.0,2.0,2009.0,25.0,2081,7.2,20.0
8065,,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0478087,8.33756,2008-03-27,3.0,1.0,2008.0,123.0,21,6.5,1406.0
107811,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1711425,11.29356,2013-03-01,3.0,1.0,2013.0,93.0,21 & Over,5.7,748.0
470,,,,0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0315733,6.372278,2003-09-06,9.0,3.0,2003.0,124.0,21 Grams,7.2,943.0
64688,1.0,,,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1232829,11.250764,2012-03-12,3.0,1.0,2012.0,109.0,21 Jump Street,6.7,4151.0
290304,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt3657420,1.287567,2014-11-07,11.0,4.0,2014.0,78.0,21 Years: Richard Linklater,6.3,8.0
187017,1.0,,,0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2294449,10.901496,2014-06-05,6.0,2.0,2014.0,112.0,22 Jump Street,7.0,3375.0
1557,,,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1,tt0126765,8.271531,1998-07-02,7.0,3.0,1998.0,99.0,23,7.1,55.0
295588,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt2304459,1.6757,2014-10-24,10.0,4.0,2014.0,98.0,23 Blast,6.1,21.0
71171,,,,0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0048919,1.963778,1956-05-18,5.0,2.0,1956.0,103.0,23 Paces to Baker Street,6.2,15.0
22913,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt0120391,0.477356,1997-08-31,8.0,3.0,1997.0,96.0,24 7: Twenty Four Seven,6.3,10.0
2750,,,,0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0274309,12.655728,2002-02-13,2.0,1.0,2002.0,117.0,24 Hour Party People,6.8,109.0
356294,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt3728746,0.139972,2015-09-15,9.0,3.0,2015.0,85.0,25 April,7.0,3.0
1429,,,,0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1,tt0307901,10.271871,2002-12-16,12.0,4.0,2002.0,135.0,25th Hour,7.2,640.0
6557,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1,tt0988595,10.342202,2008-01-10,1.0,1.0,2008.0,111.0,27 Dresses,6.1,1013.0
63607,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0246405,0.82155,2000-10-26,10.0,4.0,2000.0,95.0,27 Missing Kisses,5.8,5.0
10468,,,,0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1,tt0191754,4.756669,2000-04-06,4.0,2.0,2000.0,103.0,28 Days,6.0,210.0
170,,,,0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1,tt0289043,17.656951,2002-10-31,10.0,4.0,2002.0,113.0,28 Days Later,7.1,1816.0
84166,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2124074,2.296686,2012-01-21,1.0,1.0,2012.0,82.0,28 Hotel Rooms,6.0,20.0
1562,,,,0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0463854,12.884191,2007-04-26,4.0,2.0,2007.0,100.0,28 Weeks Later,6.5,1225.0
58631,,,,0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0283090,1.657116,2002-07-29,7.0,3.0,2002.0,93.0,29 Palms,5.6,10.0
