id,Is Action,Is Adventure,Is Animation,Is Christmas Movie,Is Comedy,Is Crime,Is Documentary,Is Drama,Is Family,Is Fantasy,Is Foreign,Is History,Is Horror,Is Music,Is Mystery,Is Romance,Is Science Fiction,Is TV Movie,Is Thriller,Is War,Is Western,Tag: aftercreditsstinger,Tag: alien,Tag: biography,Tag: blood,Tag: corruption,Tag: dark comedy,Tag: death,Tag: detective,Tag: dog,Tag: drug,Tag: dystopia,Tag: england,Tag: escape,Tag: family,Tag: father,Tag: film noir,Tag: friendship,Tag: gangster,Tag: gay,Tag: high school,Tag: independent film,Tag: investigation,Tag: kidnapping,Tag: love,Tag: marriage,Tag: martial arts,Tag: money,Tag: music,Tag: new york,Tag: nudity,Tag: paris,Tag: party,Tag: prison,Tag: remake,Tag: revenge,Tag: robbery,Tag: romance,Tag: secret,Tag: sequel,Tag: serial killer,Tag: small town,Tag: sport,Tag: spy,Tag: stand-up comedy,Tag: suicide,Tag: suspense,Tag: teacher,Tag: teenager,Tag: vampire,Tag: violence,Tag: wedding,Tag: world war ii,adult,imdb_id,popularity,release_date,release_month,release_quarter,release_year,runtime,title,vote_average,vote_count
9102,,,,0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0114367,12.758848,1995-09-08,9.0,3.0,1995.0,108.0,Screamers,6.1,154.0
74955,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0461958,0.739587,2005-04-30,4.0,2.0,2005.0,84.0,Screaming Masterpiece,7.3,3.0
37679,,,,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0052168,0.219682,1958-06-25,6.0,2.0,1958.0,79.0,Screaming Mimi,5.5,6.0
16076,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0311926,1.573783,1999-04-22,4.0,2.0,1999.0,60.0,Screwed in Tallinn,6.3,16.0
13188,,,,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0044008,13.294639,1951-10-31,10.0,4.0,1951.0,86.0,Scrooge,7.5,81.0
13765,,,,0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0066344,10.012358,1970-11-05,11.0,4.0,1970.0,113.0,Scrooge,6.5,38.0
9647,,,,1,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0096061,11.465634,1988-11-22,11.0,4.0,1988.0,101.0,Scrooged,6.7,395.0
25476,,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,1,tt0079871,3.413463,1979-09-12,9.0,3.0,1979.0,98.0,Scum,7.3,52.0
79730,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0050944,0.738815,1957-10-16,10.0,4.0,1957.0,81.0,Sea Wife,5.8,3.0
12150,,,,0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1,tt0098273,9.801967,1989-09-15,9.0,3.0,1989.0,113.0,Sea of Love,6.7,144.0
4464,,,,0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0329575,7.851669,2003-07-22,7.0,3.0,2003.0,141.0,Seabiscuit,6.8,219.0
130267,1.0,,,0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2095605,5.074995,2012-11-04,11.0,4.0,2012.0,90.0,Seal Team Six: The Raid on Osama Bin Laden,5.9,109.0
174773,,,,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0044012,2.257847,1951-05-19,5.0,2.0,1951.0,90.0,Sealed Cargo,6.3,6.0
26801,,,,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1,tt0034163,0.365978,1942-01-02,1.0,1.0,1942.0,62.0,Sealed Lips,6.0,2.0
3092,,,,0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0058557,2.459915,1964-06-19,6.0,2.0,1964.0,111.0,Seance on a Wet Afternoon,7.0,29.0
14291,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0108065,12.048587,1993-08-13,8.0,3.0,1993.0,110.0,Searching for Bobby Fischer,7.3,100.0
84334,,,,0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2125608,6.245191,2012-06-30,6.0,2.0,2012.0,85.0,Searching for Sugar Man,7.9,286.0
48216,,,,0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0211286,1.414306,1999-11-24,11.0,4.0,1999.0,106.0,Season's Beatings,5.8,12.0
12796,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1,tt0063570,1.236231,1968-01-24,1.0,1.0,1968.0,100.0,Sebastian,6.2,3.0
103413,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1,tt0111102,0.882596,1994-09-30,9.0,3.0,1994.0,105.0,Second Best,5.9,8.0
23627,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0033029,3.874151,1940-12-09,12.0,4.0,1940.0,84.0,Second Chorus,5.6,8.0
287623,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2837296,1.046576,2014-09-02,9.0,3.0,2014.0,105.0,Second Coming,5.9,6.0
55734,,,,0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt0194342,0.119456,2002-12-18,12.0,4.0,2002.0,100.0,Second String,7.0,1.0
13156,,,,0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0327137,8.636608,2003-09-19,9.0,3.0,2003.0,111.0,Secondhand Lions,6.9,264.0
20620,,,,0,,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1,tt0060955,6.097929,1966-10-05,10.0,4.0,1966.0,100.0,Seconds,7.1,70.0
64854,,,,0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1601475,3.27105,2011-01-28,1.0,1.0,2011.0,89.0,Seconds Apart,5.6,40.0
20342,,,,0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1037850,4.235841,2007-07-27,7.0,3.0,2007.0,101.0,Secret,7.6,58.0
24742,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1,tt0089981,4.44326,1985-06-14,6.0,2.0,1985.0,90.0,Secret Admirer,6.7,30.0
560,,,,0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1,tt0040766,2.842257,1948-01-01,1.0,1.0,1948.0,99.0,Secret Beyond the Door,5.8,21.0
71395,,,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0063571,1.139297,1968-10-23,10.0,4.0,1968.0,109.0,Secret Ceremony,5.8,13.0
111359,,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0044014,1.256135,1952-01-01,1.0,1.0,1952.0,96.0,Secret People,5.8,3.0
1586,,,,0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0363988,9.524283,2004-03-12,3.0,1.0,2004.0,96.0,Secret Window,6.4,1007.0
290751,,,,0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1741273,6.79115,2015-10-14,10.0,4.0,2015.0,111.0,Secret in Their Eyes,6.2,341.0
75258,,1.0,1.0,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1217213,9.32058,2012-08-17,8.0,3.0,2012.0,92.0,Secret of the Wings,6.5,303.0
39486,,,,0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1028576,7.681383,2010-08-20,8.0,3.0,2010.0,123.0,Secretariat,6.8,103.0
11013,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1,tt0274812,10.936827,2002-01-11,1.0,1.0,2002.0,104.0,Secretary,6.8,378.0
11159,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1,tt0117589,11.223572,1996-05-24,5.0,2.0,1996.0,142.0,Secrets & Lies,7.1,127.0
161683,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2170579,0.095549,2013-01-08,1.0,1.0,2013.0,90.0,Secrets In The Snow,8.0,1.0
162117,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0049733,0.072334,1956-11-06,11.0,4.0,1956.0,70.0,Secrets of Life,8.0,2.0
39859,,,,0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0067727,0.732123,1971-09-02,9.0,3.0,1971.0,89.0,See No Evil,6.1,11.0
11185,,,,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0098282,17.367336,1989-05-12,5.0,2.0,1989.0,103.0,"See No Evil, Hear No Evil",6.4,220.0
255647,,1.0,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt1801071,0.739684,2014-01-15,1.0,1.0,2014.0,141.0,See You in Montevideo,6.6,11.0
255647,,1.0,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt1801071,0.739684,2014-01-15,1.0,1.0,2014.0,141.0,See You in Montevideo,6.6,11.0
120518,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0098283,1.096075,1989-04-14,4.0,2.0,1989.0,119.0,See You in the Morning,5.7,5.0
32298,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0362129,1.589601,2004-01-01,1.0,1.0,2004.0,90.0,Seeing Other People,5.6,8.0
136058,,,,0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0086273,0.070603,1983-10-04,10.0,4.0,1983.0,100.0,Seeing Red: Stories of American Communists,5.5,2.0
74998,1.0,,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1214962,10.250997,2011-09-02,9.0,3.0,2011.0,105.0,Seeking Justice,5.8,314.0
88005,,,,0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1307068,6.947533,2012-06-22,6.0,2.0,2012.0,101.0,Seeking a Friend for the End of the World,6.3,713.0
28124,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0081480,9.896381,1980-12-19,12.0,4.0,1980.0,102.0,Seems Like Old Times,6.3,38.0
29854,,,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0072136,1.059095,1974-01-01,1.0,1.0,1974.0,94.0,Seizure,6.4,5.0
16052,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0120094,7.390306,1997-03-21,3.0,1.0,1997.0,127.0,Selena,7.1,115.0
273895,,,,0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1020072,7.107071,2014-12-25,12.0,4.0,2014.0,127.0,Selma,7.4,835.0
13260,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt0839980,6.733237,2008-02-28,2.0,1.0,2008.0,91.0,Semi-Pro,5.4,255.0
4988,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt0078227,2.630796,1977-11-18,11.0,4.0,1977.0,108.0,Semi-Tough,5.6,11.0
4939,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0058571,2.163293,1964-10-14,10.0,4.0,1964.0,100.0,Send Me No Flowers,5.9,33.0
4584,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0114388,10.673167,1995-12-13,12.0,4.0,1995.0,136.0,Sense and Sensibility,7.2,364.0
12538,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0120820,6.253164,1998-02-20,2.0,1.0,1998.0,93.0,Senseless,5.8,76.0
10265,1.0,,,0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1,tt0455116,1.827823,2005-02-05,2.0,1.0,2005.0,95.0,Seoul Raiders,6.4,11.0
43136,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0052182,1.588943,1958-12-18,12.0,4.0,1958.0,100.0,Separate Tables,6.3,29.0
22477,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0093940,2.724242,1987-01-01,1.0,1.0,1987.0,82.0,September,6.3,40.0
253277,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1,tt2516304,1.415578,2014-03-09,3.0,1.0,2014.0,86.0,Sequoia,6.3,3.0
13249,,,,0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0479537,5.034585,2006-09-13,9.0,3.0,2006.0,115.0,Seraphim Falls,6.4,147.0
9778,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0240890,5.715737,2001-10-05,10.0,4.0,2001.0,90.0,Serendipity,6.6,529.0
16320,1.0,1.0,,0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0379786,11.919995,2005-08-25,8.0,3.0,2005.0,119.0,Serenity,7.4,1287.0
43040,,,,0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0054292,4.972855,1960-05-18,5.0,2.0,1960.0,111.0,Sergeant Rutledge,6.7,22.0
16442,1.0,,,0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0034167,3.336494,1941-07-02,7.0,3.0,1941.0,134.0,Sergeant York,7.1,47.0
18512,1.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0056470,0.982778,1962-02-10,2.0,1.0,1962.0,112.0,Sergeants 3,5.5,3.0
41034,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0081485,0.448461,1980-03-28,3.0,1.0,1980.0,86.0,Serial,7.2,4.0
11592,,,,0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0111127,5.305311,1994-04-13,4.0,2.0,1994.0,95.0,Serial Mom,6.4,137.0
9040,,,,0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0070666,12.842165,1973-12-05,12.0,4.0,1973.0,129.0,Serpico,7.5,429.0
38246,,,,0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0102882,0.03803,1991-05-01,5.0,2.0,1991.0,0.0,Servants of Twilight,5.6,9.0
36536,,1.0,,0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0089994,1.779267,1985-08-02,8.0,3.0,1985.0,88.0,Sesame Street Presents Follow That Bird,6.5,12.0
10972,,,,0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0261983,14.242234,2001-08-10,8.0,3.0,2001.0,100.0,Session 9,6.2,255.0
9400,1.0,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0117603,6.85606,1996-11-06,11.0,4.0,1996.0,118.0,Set It Off,6.9,66.0
278990,,,,0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1,tt3149640,0.625265,2014-06-27,6.0,2.0,2014.0,124.0,Seve,8.0,7.0
102961,1.0,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0079882,0.621895,1979-09-07,9.0,3.0,1979.0,100.0,Seven,5.9,8.0
16563,,,,0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1,tt0047472,5.748536,1954-07-22,7.0,3.0,1954.0,102.0,Seven Brides for Seven Brothers,7.1,117.0
23518,,,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0058576,2.623786,1964-02-12,2.0,1.0,1964.0,118.0,Seven Days in May,6.9,48.0
46932,,,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0042949,0.493914,1950-10-30,10.0,4.0,1950.0,94.0,Seven Days to Noon,6.4,7.0
98027,,,,0,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1,tt0068415,1.484046,1973-04-12,4.0,2.0,1973.0,95.0,Seven Dead in the Cat's Eye,6.4,10.0
26502,1.0,1.0,,0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0049743,2.511267,1956-08-04,8.0,3.0,1956.0,78.0,Seven Men from Now,6.8,20.0
38981,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1,tt0089997,7.636506,1985-05-09,5.0,2.0,1985.0,88.0,Seven Minutes in Heaven,6.6,9.0
86838,,,,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1,tt1931533,9.643538,2012-09-07,9.0,3.0,2012.0,110.0,Seven Psychopaths,6.7,1224.0
64605,1.0,,,0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1,tt0054295,4.518656,1960-03-12,3.0,1.0,1960.0,102.0,Seven Thieves,6.4,9.0
978,,1.0,,0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,tt0120102,11.483493,1997-09-12,9.0,3.0,1997.0,136.0,Seven Years in Tibet,7.0,644.0
250278,,,,0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt3265404,0.664917,2013-11-13,11.0,4.0,2013.0,60.0,Seventh Code,6.0,4.0
5072,,,,0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0464196,9.632547,2006-05-19,5.0,2.0,2006.0,96.0,Severance,6.4,169.0
37234,,,,0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1393020,1.017808,2010-01-08,1.0,1.0,2010.0,115.0,Sex & Drugs & Rock & Roll,6.9,16.0
13523,,1.0,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1,tt1135985,9.106146,2008-10-16,10.0,4.0,2008.0,109.0,Sex Drive,6.0,348.0
20567,1.0,,,0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1,tt0070085,2.647596,1973-02-17,2.0,1.0,1973.0,88.0,Sex and Fury,5.8,32.0
1364,,,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0254455,8.164312,2001-08-24,8.0,3.0,2001.0,128.0,Sex and Lucia,6.6,132.0
4564,,,,0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt1000774,9.170332,2008-05-12,5.0,2.0,2008.0,145.0,Sex and the City,6.0,525.0
26817,,,,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0058580,1.045178,1964-12-25,12.0,4.0,1964.0,110.0,Sex and the Single Girl,5.9,17.0
343304,,,,0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt2403427,0.601682,2012-01-02,1.0,1.0,2012.0,52.0,Sex in the Comix,5.7,3.0
1412,,,,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,tt0098724,12.293656,1989-08-18,8.0,3.0,1989.0,100.0,"Sex, Lies, and Videotape",6.7,188.0
74722,,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1,tt0318062,0.215474,2002-01-01,1.0,1.0,2002.0,92.0,Sexaholix... A Love Story,5.8,3.0
